,Title,Organization,Skills,Ratings,Review counts,Metadata
449,Start Your API Testing Journey With Postman Tool,Coursera Project Network," Postman API Platform, JSON, Application Programming Interface (API), Software Testing, Restful API, Scripting, Test Case, Functional Testing",0,0,Beginner · Guided Project · Less Than 2 Hours
450,Cloud Security on AWS,Edureka," AWS Identity and Access Management (IAM), Cloud Security, Threat Detection, Network Security, Incident Response, Identity and Access Management, Computer Security Incident Management, Amazon Web Services, Threat Management, IT Security Architecture, Data Security, Security Strategy, Data Loss Prevention, Cloud Standards, Security Controls, Cloud Computing, Security Management, Network Administration, Network Planning And Design, Encryption",0,0,Beginner · Course · 1 - 4 Weeks
451,More C# Programming and Unity,University of Colorado System," Unity Engine, C# (Programming Language), Video Game Development, Data Structures, Application Development, Program Development, Object Oriented Programming (OOP), Cross Platform Development, Scripting, Debugging",0,0,Intermediate · Course · 1 - 4 Weeks
452,Introduction to Docker,Google Cloud," Docker (Software), Containerization, Google Cloud Platform, Devops Tools, DevOps, Web Development",0,0,Beginner · Project · Less Than 2 Hours
453,Visual Perception for Self-Driving Cars,University of Toronto," Computer Vision, Image Analysis, Deep Learning, Computer Graphics, Artificial Neural Networks, Visualization (Computer Graphics), Artificial Intelligence and Machine Learning (AI/ML), Python Programming, Linear Algebra",0,0,Advanced · Course · 1 - 3 Months
454,Digital Forensics Essentials (DFE),EC-Council," Malware Protection, Cybersecurity, Data Security, Intrusion Detection and Prevention, Computer Security Awareness Training, Cyber Threat Intelligence, Data Integrity, Network Analysis, Microsoft Windows, Mac OS, Linux, Web Applications, File Systems",0,0,Beginner · Course · 1 - 3 Months
455,Introduction to Programming and Animation with Alice,Duke University," Video Game Development, Event-Driven Programming, Animation and Game Design, Game Design, Storyboarding, Programming Principles, Computer Graphics, Program Development, Computer Programming, Scripting, Computer Programming Tools",0,0,Beginner · Course · 1 - 3 Months
456,How to Get Into Robotics,University of Leeds," Automation, Robotic Process Automation, Artificial Intelligence, Manufacturing and Production, Engineering, Healthcare Ethics, Emerging Technologies, Medical Equipment and Technology, Computer Programming",0,0,Beginner · Course · 1 - 4 Weeks
457,Foundations of Coding Back-End,Microsoft," Back-End Web Development, Program Development, Algorithms, Integrated Development Environments, Programming Principles, Pseudocode, Debugging, Computational Thinking, Engineering Software, C# (Programming Language), Version Control, Software Engineering, GitHub, Git (Version Control System), Data Structures, Microsoft Copilot",0,0,Beginner · Course · 1 - 3 Months
458,First Principles of Computer Vision,Columbia University," Computer Vision, Image Analysis, Computer Graphics, Dimensionality Reduction, 3D Modeling, Photography, Artificial Neural Networks, Virtual Reality, Medical Imaging, Visualization (Computer Graphics), Color Theory, Unsupervised Learning, Deep Learning, Graph Theory, Automation Engineering, Mathematical Modeling, Machine Learning Algorithms, Estimation, Electronic Components, Algorithms",0,0,Beginner · Specialization · 3 - 6 Months
459,Microsoft Cybersecurity Architect - SC-100 Exam Prep,Packt," Cyber Threat Intelligence, Threat Management, Threat Modeling, Zero Trust Network Access, Security Management, DevSecOps, Identity and Access Management, Application Security, Cybersecurity, Data Security, Microsoft Azure, Cyber Security Strategy, Security Strategy, IT Security Architecture, Cloud Security, Azure Active Directory",0,0,Advanced · Course · 1 - 3 Months
460,Software Engineering,The Hong Kong University of Science and Technology," Software Design Patterns, Requirements Analysis, Software Architecture, Acceptance Testing, Software Development Methodologies, Unified Modeling Language, Software Development Life Cycle, Configuration Management, Software Quality Assurance, Debugging, Software Design, Process Driven Development, Software Engineering, Software Testing, Object Oriented Design, Functional Requirement, Data Modeling, Systems Design, Project Management, Project Planning",0,0,Intermediate · Specialization · 3 - 6 Months
461,IoT Devices,University of Illinois Urbana-Champaign," Internet Of Things, Embedded Software, Wireless Networks, Network Protocols, Emerging Technologies, Data Science, Embedded Systems, Network Infrastructure, General Networking, Network Security, Amazon Web Services, Cloud Platforms",0,0,Intermediate · Course · 1 - 4 Weeks
462,Gemini in Google Meet,Google Cloud," Google Workspace, Generative AI, Collaborative Software, Prompt Engineering",0,0,Beginner · Course · 1 - 4 Weeks
463,Applied Cryptography,University of Colorado System," Data Encryption Standard, Public Key Infrastructure, Cryptography, Public Key Cryptography Standards (PKCS), Key Management, Advanced Encryption Standard (AES), Cryptographic Protocols, Encryption, Data Integrity, Cybersecurity, Computer Security, Authentications, Data Security, Theoretical Computer Science, Algorithms, Digital Communications",0,0,Intermediate · Specialization · 3 - 6 Months
464,Programming with C ++,Simplilearn," C and C++, C++ (Programming Language), Object Oriented Programming (OOP), Computer Programming, Programming Principles, Data Structures, Algorithms, Development Environment",0,0,Beginner · Course · 1 - 4 Weeks
465,Client Needs and Software Requirements ,University of Alberta," Requirements Analysis, Requirements Elicitation, Requirements Management, Functional Requirement, Business Requirements, Product Requirements, Backlogs, User Requirements Documents, Scope Management, Change Control, User Story, System Requirements, Client Services, Acceptance Testing, Agile Software Development, Prioritization",0,0,Mixed · Course · 1 - 4 Weeks
466,The Complete Ethical Hacking Bootcamp: Beginner To Advanced,Packt," Linux Commands, Open Web Application Security Project (OWASP), Linux, Penetration Testing, Vulnerability Scanning, Command-Line Interface, Scripting, Vulnerability Assessments, Scripting Languages, Cyber Security Assessment, Intrusion Detection and Prevention, General Networking, Application Security, Python Programming, Web Applications, Cybersecurity, Firewall, Network Security, Wireless Networks, System Configuration",0,0,Beginner · Specialization · 3 - 6 Months
467,Programming with Scratch,The Hong Kong University of Science and Technology," Animation and Game Design, Computational Thinking, Programming Principles, Computer Programming, Storytelling, Scripting, Solution Design, Creativity, Event-Driven Programming, Data Storage",0,0,Beginner · Course · 1 - 3 Months
468,AI and Machine Learning Algorithms and Techniques,Microsoft," Unsupervised Learning, Generative AI, Large Language Modeling, Supervised Learning, Deep Learning, Applied Machine Learning, Artificial Intelligence and Machine Learning (AI/ML), Reinforcement Learning, Statistical Machine Learning, Predictive Modeling, Machine Learning Algorithms, Artificial Neural Networks, Feature Engineering, Decision Tree Learning, Business Logic, Dimensionality Reduction, Data Modeling, Performance Metric",0,0,Intermediate · Course · 1 - 3 Months
469,Agile Planning for Software Products,University of Alberta," Project Planning, Sprint Planning, Risk Management Framework, Agile Software Development, User Story, Backlogs, Agile Methodology, User Requirements Documents, Functional Requirement, Agile Project Management, Requirements Analysis, Software Development",0,0,Mixed · Course · 1 - 4 Weeks
470,Agile Software Development,University of Minnesota," User Story, Agile Software Development, Agile Methodology, Agile Project Management, Scrum (Software Development), Sprint Planning, Software Development Methodologies, Sprint Retrospectives, Waterfall Methodology, Continuous Integration, Test Driven Development (TDD)",0,0,Intermediate · Course · 1 - 4 Weeks
471,An Introduction to Logic for Computer Science,University of Leeds," Logical Reasoning, Deductive Reasoning, Computational Logic, Computational Thinking, Algorithms, Theoretical Computer Science, Artificial Intelligence, Cryptography, Graph Theory",0,0,Beginner · Course · 1 - 4 Weeks
472,Game Development with GameMaker,University of Colorado System," Video Game Development, Game Design, Debugging, Object Oriented Programming (OOP), Animations, Scripting Languages, Computer Programming, Programming Principles, Unity Engine, C++ (Programming Language), User Interface (UI), C# (Programming Language), Software Installation, Event-Driven Programming, Computational Logic, Data Structures, Scripting, Development Environment",0,0,Beginner · Specialization · 3 - 6 Months
473,C++ Programming for Unreal Game Development,University of Colorado System," Unreal Engine, Object Oriented Programming (OOP), C++ (Programming Language), Video Game Development, Debugging, Computer Programming, Event-Driven Programming, Unity Engine, Data Structures, C# (Programming Language), Game Design, Data Storage, Software Design Patterns, Development Environment, Software Documentation, UI Components, Programming Principles, Software Architecture, Software Design, Application Development",0,0,Intermediate · Specialization · 3 - 6 Months
474,Advanced Kubernetes,LearnQuest," Kubernetes, Role-Based Access Control (RBAC), CI/CD, Application Deployment, Network Troubleshooting, DevOps, Performance Tuning, Scalability, Continuous Integration, Containerization, Continuous Deployment, Package and Software Management, YAML, Network Security, Network Performance Management, Cloud Management, System Monitoring, Network Monitoring, Continuous Monitoring, Git (Version Control System)",0,0,Advanced · Specialization · 1 - 3 Months
475,Generative AI in Software Engineering Certification,Simplilearn," Software Documentation, Generative AI, Test Automation, Mockups, User Interface (UI), Software Development Tools, User Interface and User Experience (UI/UX) Design, Software Testing, Software Design, Vulnerability Assessments, User Experience Design, Application Security, Maintainability, Prompt Engineering, Test Case, Software Architecture, Code Review, Secure Coding, Artificial Intelligence, Debugging",0,0,Beginner · Specialization · 1 - 3 Months
476,Kali Linux,Board Infinity," Vulnerability Assessments, Network Monitoring, Penetration Testing, Virtual Private Networks (VPN), Cyber Security Assessment, Command-Line Interface, Cybersecurity, Linux, Network Security, Intrusion Detection and Prevention, Software Installation, Network Analysis, Encryption",0,0,Intermediate · Course · 1 - 4 Weeks
477,"Blockchain, Cryptoassets, and Decentralized Finance",INSEAD," Blockchain, Digital Assets, FinTech, Business Modeling, Financial Systems, Emerging Technologies, Business Transformation, Distributed Computing, Transaction Processing, Identity and Access Management",0,0,Beginner · Course · 1 - 4 Weeks
478,The Arduino Platform and C Programming,"University of California, Irvine"," Embedded Software, Embedded Systems, Debugging, C (Programming Language), Electronic Hardware, Integrated Development Environments, Electronic Components, Development Environment, Computer Hardware, Computer Programming, Digital Communications, Open Source Technology",0,0,Mixed · Course · 1 - 4 Weeks
479,Initiation а la programmation (en C++),Йcole Polytechnique Fйdйrale de Lausanne," Programming Principles, C++ (Programming Language), Data Structures, Computer Programming, Algorithms, Debugging",0,0,Beginner · Course · 1 - 3 Months
480,Object Oriented Programming in Java,University of California San Diego," Event-Driven Programming, Interactive Data Visualization, Java, Java Programming, Object Oriented Programming (OOP), User Interface (UI), Computer Programming, Algorithms, Software Engineering, Data Structures, Software Documentation, Debugging",0,0,Intermediate · Course · 1 - 3 Months
481,ChatGPT 4o for Beginners: Create Social Media Content,Coursera Project Network," Prompt Engineering, ChatGPT, Content Creation, Workflow Management, Generative AI, Operational Efficiency, Quality Improvement, Social Media Content, Brainstorming, Artificial Intelligence",0,0,Beginner · Guided Project · Less Than 2 Hours
482,Foundations in Human-Centered AI,Northeastern University," Human Centered Design, Human Computer Interaction, Usability, Generative AI, Interaction Design, User Interface (UI), Artificial Intelligence, Machine Learning, Deep Learning",0,0,Mixed · Course · 1 - 4 Weeks
483,User Interface Design and Prototyping,Microsoft," Prototyping, Usability Testing, Wireframing, Interaction Design, User Experience Design, Figma (Design Software), Usability, User Interface (UI) Design, Mockups, UI/UX Research, Design Thinking, User Research, Style Guides",0,0,Mixed · Course · 1 - 4 Weeks
484,Quantitative Model Checking,EIT Digital," Computational Logic, Markov Model, Verification And Validation, Theoretical Computer Science, Mathematical Modeling, Systems Analysis, Probability, Algorithms, Real-Time Operating Systems, Probability Distribution",0,0,Intermediate · Course · 1 - 3 Months
485,"Internet History, Technology, and Security",University of Michigan," Network Security, Network Protocols, Network Architecture, TCP/IP, Web Applications, Computer Networking, Encryption, Web Development, Web Servers, Innovation",0,0,Beginner · Course · 1 - 3 Months
486,Holistic Mobile App Design & Development,Board Infinity," React Native, Docker (Software), Mobile Development, Cross Platform Development, Azure DevOps, Jest (JavaScript Testing Framework), Containerization, Microservices, User Interface (UI), UI Components, ASP.NET, DevOps, User Interface and User Experience (UI/UX) Design, .NET Framework, Unit Testing, Development Environment, Development Testing, Performance Tuning, Software Testing, Version Control",0,0,Intermediate · Specialization · 1 - 3 Months
487,Gemini in Google Sheets,Google Cloud," Workflow Management, Productivity Software, Google Sheets, Prompt Engineering, Google Workspace, Generative AI, Project Planning, Spreadsheet Software",0,0,Beginner · Course · 1 - 4 Weeks
488,Object-Oriented Analysis & Design,University of Colorado Boulder," Object Oriented Design, Unified Modeling Language, JUnit, Object Oriented Programming (OOP), Test Driven Development (TDD), Software Design Patterns, Software Engineering, Java, Unit Testing, Software Testing, Java Programming, User Interface and User Experience (UI/UX) Design, Software Design, Software Architecture, API Design, Model View Controller, Software Development, Systems Analysis, Conceptual Design, Databases",0,0,Intermediate · Specialization · 3 - 6 Months
489,"Master DevOps: CI/CD, Automation & Monitoring",Edureka," Infrastructure as Code (IaC), AWS CloudFormation, CI/CD, Git (Version Control System), Jenkins, Ansible, Version Control, Terraform, Docker (Software), Kubernetes, DevOps, Prometheus (Software), Cloud-Native Computing, Continuous Deployment, Containerization, Amazon Web Services, Software Development Tools, Grafana, Software Development Life Cycle, Configuration Management",0,0,Beginner · Specialization · 3 - 6 Months
490,Selenium Course for Beginners,Simplilearn," Test Automation, Software Testing, Scripting, Automation, Regression Testing, Web Development Tools, Browser Compatibility, Test Case, Scalability",0,0,Beginner · Course · 1 - 4 Weeks
491,Introduction to Replit and Ghostwriter,Board Infinity," Collaborative Software, Integrated Development Environments, Program Development, Debugging, Development Environment, Technical Writing, Computer Programming, Software Development Tools, Generative AI",0,0,Beginner · Course · 1 - 4 Weeks
492,AI Receptive Software Development,Clemson University," Software Development Methodologies, Systems Development Life Cycle, Program Development, User Interface (UI), UI/UX Strategy, User Experience Design, Usability, Software Engineering, Human Centered Design, Software Development, Software Development Tools, Data Ethics, Application Development, Artificial Intelligence, Prototyping, Generative AI",0,0,Intermediate · Course · 1 - 3 Months
493,Certificado: Google Cloud Digital Leader,Google Cloud," Cloud Security, Real Time Data, Cloud Management, Digital Transformation, Serverless Computing, Cloud Solutions, Google Cloud Platform, Cloud Infrastructure, Artificial Intelligence and Machine Learning (AI/ML), Data Security, Application Programming Interface (API), Looker (Software), Public Cloud, Business Intelligence, Cloud Computing, Cost Management, Data Strategy, Data Transformation, Cybersecurity, Business Transformation",0,0,Beginner · Specialization · 3 - 6 Months
494,Unreal Engine 5 - The Complete Beginner's Course,Packt," Unreal Engine, Game Design, User Interface (UI), Video Game Development, User Interface (UI) Design, Virtual Environment, Animations, Augmented and Virtual Reality (AR/VR), Software Installation, Content Management, Event-Driven Programming, Scripting",0,0,Beginner · Course · 1 - 3 Months
495,Complete ASP.NET Core and Entity Framework Development,Packt," Object-Relational Mapping, Application Frameworks, Full-Stack Web Development, Software Configuration Management, Development Environment, Microsoft Visual Studio, User Interface (UI), Identity and Access Management, Microsoft Development Tools, Application Development, Authorization (Computing), HTML and CSS, Maintainability, Data Modeling, Data Migration, Business Logic, Web Servers, Debugging, Software Design Patterns, Data Validation",0,0,Intermediate · Specialization · 3 - 6 Months
496,Blockchain Security,Infosec," Blockchain, Network Security, Application Security, Threat Modeling, Cybersecurity, Cryptography, Secure Coding, Encryption, Vulnerability Assessments, Scalability, Distributed Computing, Data Integrity, Algorithms",0,0,Beginner · Course · 1 - 3 Months
497,Gemini in Google Docs,Google Cloud," Google Workspace, Generative AI, Prompt Engineering, Document Management, Collaborative Software",0,0,Beginner · Course · 1 - 4 Weeks
498,"Computing, Ethics, and Society",University of Colorado Boulder," Data Ethics, Security Awareness, Healthcare Ethics, Ethical Standards And Conduct, Computer Security Awareness Training, Cybersecurity, Diversity Awareness, Generative AI, Artificial Intelligence, Information Technology, Medical Privacy, Information Privacy, Media and Communications, Machine Learning, Automation, Cultural Diversity, Personally Identifiable Information, Artificial Intelligence and Machine Learning (AI/ML), Social Justice, Law, Regulation, and Compliance",0,0,Beginner · Specialization · 3 - 6 Months
499,Microsoft JavaScript Starter Kit,Microsoft," Responsive Web Design, Git (Version Control System), Web Development, Cascading Style Sheets (CSS), React.js, Web Development Tools, Performance Tuning, GitHub, HTML and CSS, Javascript, Debugging, Web Applications, Program Development, Software Testing, Unit Testing, Software Development Tools, Software Documentation, Application Programming Interface (API), Node.JS, Programming Principles",0,0,Beginner · Professional Certificate · 3 - 6 Months
500,"Problem Solving, Python Programming, and Video Games",University of Alberta," Computational Thinking, Video Game Development, Game Design, Programming Principles, Animation and Game Design, Software Quality (SQA/SQC), Problem Solving, Computer Programming, Program Development, Software Engineering, Python Programming, Algorithms, Pseudocode, Application Development, Debugging, Problem Management, Computer Science, Functional Testing, Test Planning",0,0,Beginner · Course · 1 - 3 Months
501,Introduction to Graph Theory,University of California San Diego," Graph Theory, Combinatorics, Network Analysis, Data Structures, Network Routing, Algorithms, Mathematical Theory & Analysis, Theoretical Computer Science, Program Development",0,0,Beginner · Course · 1 - 3 Months
502,PyTorch Ultimate 2024 - From Basics to Cutting-Edge,Packt," PyTorch (Machine Learning Library), Natural Language Processing, Deep Learning, Generative AI, Artificial Neural Networks, Computer Vision, Image Analysis, Machine Learning, Machine Learning Methods, Graph Theory, Supervised Learning, Artificial Intelligence, Dimensionality Reduction, Text Mining, Unsupervised Learning, Python Programming, Artificial Intelligence and Machine Learning (AI/ML), Regression Analysis, Google Cloud Platform, Data Processing",0,0,Intermediate · Specialization · 3 - 6 Months
503,Building Intelligent Troubleshooting Agents,Microsoft," Large Language Modeling, Natural Language Processing, Generative AI Agents, Prompt Engineering, Test Case, Agentic systems, Human Computer Interaction, Artificial Intelligence and Machine Learning (AI/ML), Performance Testing, Debugging, Artificial Intelligence, Performance Tuning, Python Programming, Machine Learning",0,0,Intermediate · Course · 1 - 3 Months
504,Essential Testing Techniques in Software Development,Board Infinity," Test Case, Software Testing, Integration Testing, Software Development Life Cycle, System Testing, Acceptance Testing, Maintainability, Regression Testing, Test Planning, Software Quality Assurance, Unit Testing, Functional Testing, User Acceptance Testing (UAT)",0,0,Beginner · Course · 1 - 4 Weeks
505,Programming with Generative AI,Indian Institute of Technology Guwahati," Microsoft Copilot, Generative AI, GitHub, OpenAI, Software Development Tools, Integrated Development Environments, Artificial Intelligence and Machine Learning (AI/ML), Computer Programming, Innovation",0,0,Beginner · Course · 1 - 4 Weeks
506,Single Page Web Applications with AngularJS,Johns Hopkins University," Angular, JavaScript Frameworks, Unit Testing, Ajax, Cloud Applications, Web Applications, Front-End Web Development, Web Development, Javascript, Application Programming Interface (API), Model View Controller, Web Services, Software Architecture, Hypertext Markup Language (HTML), UI Components",0,0,Intermediate · Course · 1 - 3 Months
507,API Security on Google Cloud's Apigee API Platform,Google Cloud," OAuth, Cloud API, Application Programming Interface (API), Restful API, Security Controls, Application Security, Network Security, Data Security, JSON, Identity and Access Management, Threat Management",0,0,Beginner · Course · 1 - 4 Weeks
508,Introduction to DevSecOps,Johns Hopkins University," DevOps, DevSecOps, CI/CD, GitHub, Continuous Deployment, Continuous Integration, Continuous Delivery, Version Control, Git (Version Control System), Process Improvement, Web Development Tools, Software Development, Information Technology Infrastructure Library, Cross-Functional Collaboration, Automation",0,0,Intermediate · Course · 1 - 4 Weeks
509,Mathematical Foundations and Quantum Mechanics Essentials,Packt," Probability, Linear Algebra, Probability & Statistics, Statistics, Mathematical Theory & Analysis, Computational Logic, Applied Mathematics, Advanced Mathematics, Computer Science, Algebra, Physics",0,0,Beginner · Course · 1 - 4 Weeks
510,Introduзгo а Ciкncia da Computaзгo com Python Parte 2,Universidade de Sгo Paulo," Object Oriented Programming (OOP), Computer Programming, Performance Testing, Algorithms, Computer Science, Data Structures, Python Programming, Computational Thinking, Software Testing",0,0,Beginner · Course · 1 - 3 Months
511,RESTful Microservices Using Node.js and Express,NIIT," Node.JS, API Gateway, MySQL, Restful API, MongoDB, Microservices, API Design, NoSQL, Object-Relational Mapping, Database Design, Relational Databases, Unit Testing, SQL, Databases, Server Side, Application Deployment, Javascript, Application Programming Interface (API), Software Documentation, Data Modeling",0,0,Intermediate · Specialization · 3 - 6 Months
512,Build Multimodal Generative AI Applications,IBM," OpenAI, Application Development, Prompt Engineering, Web Applications, Flask (Web Framework), Web Development, Software Development",0,0,Intermediate · Course · 1 - 4 Weeks
513,VLSI CAD Part II: Layout,University of Illinois Urbana-Champaign," Application Specific Integrated Circuits, Hardware Design, Computer-Aided Design, Electronic Hardware, Systems Design, Computer Architecture, Electrical and Computer Engineering, Engineering Design Process, Semiconductors, Network Routing, Computational Logic, Data Structures, Algorithms, Mathematical Modeling, Calculus",0,0,Intermediate · Course · 1 - 3 Months
514,Adobe After Effects for Beginners: Motion Design Essentials,Coursera Project Network," Animations, Video Editing, Motion Graphics, Timelines, Design Elements And Principles, Typography",0,0,Beginner · Guided Project · Less Than 2 Hours
515,Ordered Data Structures,University of Illinois Urbana-Champaign," Data Structures, Algorithms, Database Systems, Database Theory, Theoretical Computer Science",0,0,Mixed · Course · 1 - 4 Weeks
516,Intermediate PostgreSQL,University of Michigan," Stored Procedure, PostgreSQL, SQL, Database Management, Database Design, Relational Databases, Query Languages, Data Manipulation, Data Import/Export, Data Integrity, Text Mining, Transaction Processing",0,0,Intermediate · Course · 1 - 4 Weeks
517,Inteligencia Artificial centrada en el ser humano,Tecnolуgico de Monterrey," Artificial Intelligence, Artificial Intelligence and Machine Learning (AI/ML), Human Factors, Automation, Human Machine Interfaces, Agentic systems, Machine Learning, Human Computer Interaction, Human Centered Design, Ethical Standards And Conduct",0,0,Beginner · Course · 1 - 4 Weeks
518,Google Workspace Security,Google Cloud," Email Security, Google Workspace, Mobile Security, Security Management, Cloud Security, Application Security, Data Security, Security Controls, Identity and Access Management, Continuous Monitoring, Authentications, Multi-Factor Authentication",0,0,Intermediate · Course · 1 - 4 Weeks
519,The Raspberry Pi Platform and Python Programming for the Raspberry Pi,"University of California, Irvine"," Linux, Operating Systems, Integrated Development Environments, File Systems, Internet Of Things, Command-Line Interface, Development Environment, Embedded Systems, Python Programming, OS Process Management, User Interface (UI), Computer Hardware, UI Components, Computer Programming",0,0,Mixed · Course · 1 - 4 Weeks
520,Continuous Integration and Continuous Delivery (CI/CD),IBM," CI/CD, Continuous Integration, Jenkins, Devops Tools, DevOps, Infrastructure as Code (IaC), Continuous Delivery, OpenShift, Git (Version Control System), GitHub, IT Automation, Kubernetes, Containerization, Application Deployment, Automation, YAML",0,0,Intermediate · Course · 1 - 3 Months
521,Introducciуn a Java,Universidad Nacional Autуnoma de Mйxico," Java, Java Programming, Object Oriented Programming (OOP), Object Oriented Design, Computer Programming, Software Design, User Interface (UI), Algorithms, Data Structures",0,0,Beginner · Course · 1 - 3 Months
522,Introduзгo ao Teste de Software,Universidade de Sгo Paulo," Software Testing, Test Planning, Test Case, System Testing, Acceptance Testing, Functional Testing, User Acceptance Testing (UAT), Software Quality Assurance, Unit Testing, Quality Assurance, Usability Testing, Integration Testing",0,0,Beginner · Course · 1 - 3 Months
523,CUDA Advanced Libraries,Johns Hopkins University," Artificial Neural Networks, Deep Learning, Software Development, Machine Learning Methods, Image Analysis, Linear Algebra, Numerical Analysis, Machine Learning, Data Processing, Data Structures, Performance Tuning, Data Transformation, Algorithms, Data Science",0,0,Intermediate · Course · 1 - 3 Months
524,Data Structures and Performance,University of California San Diego," Unit Testing, Data Structures, Development Testing, Java Programming, Software Testing, Performance Tuning, Debugging, Computer Programming, Algorithms, Object Oriented Programming (OOP), Theoretical Computer Science",0,0,Intermediate · Course · 1 - 3 Months
525,Introduction to Java,LearnQuest," Eclipse (Software), Java, Java Programming, Integrated Development Environments, Development Environment, Software Installation, Computer Programming, Programming Principles, Program Development, Object Oriented Programming (OOP)",0,0,Beginner · Course · 1 - 4 Weeks
526,Python Classes and Inheritance,University of Michigan," Object Oriented Programming (OOP), JSON, Object Oriented Design, Unit Testing, Python Programming, Maintainability, Debugging, Software Testing, Data Structures",0,0,Intermediate · Course · 1 - 4 Weeks
527,Architecting with Google Kubernetes Engine: Workloads,Google Cloud," Kubernetes, Cloud-Native Computing, Google Cloud Platform, Application Deployment, Scalability, Load Balancing, Containerization, YAML, Data Storage, Cloud Security, General Networking",0,0,Intermediate · Course · 1 - 3 Months
528,React Native,Meta," React Native, Mobile Development, Cross Platform Development, UI Components, Mobile Development Tools, Application Development, iOS Development, React.js, Front-End Web Development, Android Development, User Interface (UI), Development Environment",0,0,Intermediate · Course · 1 - 3 Months
529,The Full Stack,Meta," Full-Stack Web Development, Front-End Web Development, Django (Web Framework), Scalability, Responsive Web Design, Web Applications, Back-End Web Development, MySQL, Cascading Style Sheets (CSS), Hypertext Markup Language (HTML), Cloud Computing, Application Programming Interface (API), Virtual Environment, Javascript",0,0,Intermediate · Course · 1 - 3 Months
530,Building Web Applications in PHP,University of Michigan," PHP (Scripting Language), Hypertext Markup Language (HTML), MySQL, Web Applications, Web Development, Secure Coding, Cascading Style Sheets (CSS), Development Environment, Back-End Web Development, Database Development, Web Servers, Debugging, Data Validation",0,0,Intermediate · Course · 1 - 3 Months
531,Software Architecture,University of Alberta," Software Architecture, Unified Modeling Language, Systems Architecture, Software Design, Software Visualization, Solution Architecture, Software Systems, Software Development, Software Documentation, Service Oriented Architecture, Software Design Patterns, Enterprise Architecture, Maintainability, Application Deployment, Scalability, Databases",0,0,Intermediate · Course · 1 - 4 Weeks
532,Introduction to Cyber Attacks,New York University," Security Engineering, Threat Modeling, Distributed Denial-Of-Service (DDoS) Attacks, Cyber Attacks, Cybersecurity, Cyber Risk, Information Systems Security, Network Security, Computer Security, Malware Protection, Encryption, Data Integrity",0,0,Beginner · Course · 1 - 4 Weeks
533,Database Management with Java and SQL,Amazon," SQL, Database Management, MySQL, Relational Databases, Query Languages, Databases, Database Application, Database Design, Data Access, Java, Java Programming, UI Components, User Interface (UI), Software Development",0,0,Beginner · Course · 1 - 4 Weeks
534,"Java Programming: Arrays, Lists, and Structured Data",Duke University," Java Programming, Object Oriented Programming (OOP), Data Structures, Java, Cryptography, Software Engineering, Algorithms, Encryption, Programming Principles, Data Analysis, Web Servers, Statistical Methods, File Management, Debugging",0,0,Beginner · Course · 1 - 3 Months
535,Introduction to Computer Programming ,University of London," Debugging, Development Environment, Javascript, Program Development, Computer Graphics, Computer Programming, User Interface (UI), Interactive Design, Human Computer Interaction, Data Management, Animations",0,0,Beginner · Course · 1 - 4 Weeks
536,Programmation pour tous (mise en route de Python),University of Michigan," Programming Principles, Computer Programming, Python Programming, Algorithms, Software Installation, Computational Thinking, Development Environment",0,0,Mixed · Course · 1 - 3 Months
537,Master JMeter on Live Apps for Performance Testing,Packt," Performance Testing, Test Tools, Software Testing, Test Data, Data Validation, Scripting, Application Performance Management, Distributed Computing, Software Installation, Servers",0,0,Intermediate · Course · 3 - 6 Months
538,Design Patterns,University of Alberta," Model View Controller, Software Design Patterns, Software Design, Unified Modeling Language, Object Oriented Design, Code Review, Software Architecture, Programming Principles, Maintainability, Software Technical Review, Java, Object Oriented Programming (OOP), Android Development",0,0,Intermediate · Course · 1 - 4 Weeks
539,Data Structures and Algorithms,Microsoft," Graph Theory, Data Structures, Microsoft Copilot, .NET Framework, Algorithms, Back-End Web Development, C# (Programming Language), Performance Tuning, Programming Principles, Microsoft Development Tools, Scalability",0,0,Beginner · Course · 1 - 3 Months
540,Scrum Master Certification: Scrum Methodologies,LearnQuest," User Story, Backlogs, Sprint Planning, Risk Management, Agile Methodology, Management Reporting, Agile Project Management, Performance Reporting, Business Reporting, Prioritization, Project Estimation, Team Oriented, Estimation, Project Performance, Capacity Management",0,0,Beginner · Course · 1 - 4 Weeks
541,Human-Centered Design: an Introduction,University of California San Diego," Interaction Design, Usability, Human Centered Design, Mockups, Storyboarding, User Experience Design, Design Thinking, Prototyping, User Interface (UI) Design, User Research, Interviewing Skills",0,0,Mixed · Course · 1 - 4 Weeks
542,Artificial Intelligence and legal issues,Politecnico di Milano," Intellectual Property, Legal Risk, General Data Protection Regulation (GDPR), Law, Regulation, and Compliance, Regulation and Legal Compliance, Information Privacy, Artificial Intelligence, Legal Strategy, Civil Law, Lawsuits",0,0,Beginner · Course · 1 - 4 Weeks
543,The Business of Product Management II,Advancing Women in Tech," Product Roadmaps, Product Management, Customer Retention, Financial Analysis, Product Development, Financial Statement Analysis, Product Lifecycle Management, Innovation, Revenue Management, Agile Methodology, Customer experience strategy (CX), Key Performance Indicators (KPIs), Continuous Improvement Process, Data-Driven Decision-Making",0,0,Beginner · Course · 1 - 4 Weeks
544,Gemini in Google Slides,Google Cloud," Google Workspace, Generative AI, Prompt Engineering",0,0,Beginner · Course · 1 - 4 Weeks
